tmdb_id,imdb_id,titulo_es,titulo_en,titulo_original,titulo_archivo,anio,decada,fecha_estreno,generos,director,guionistas,compositor,elenco,personajes,duracion_min,sinopsis,sinopsis_en,tagline,tagline_en,certificacion,idioma_original,idiomas_hablados,paises,productoras,keywords,coleccion_tmdb,presupuesto_usd,recaudacion_usd,tmdb_rating,tmdb_votos,popularidad,poster_path,backdrop_path,disco,coleccion,tipo,estado,carpeta,nombre_archivo,extension,tamano_mb,ruta_completa,n_copias,todas_ubicaciones
38,tt0338013,¡Olvídate de mí!,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,2004,2000s,2004-03-19,"Ciencia ficción, Drama, Romance",Michel Gondry,Charlie Kaufman,Jon Brion,"Jim Carrey, Kate Winslet, Kirsten Dunst, Mark Ruffalo, Elijah Wood, Tom Wilkinson",,108,"Una mujer usa los servicios de una empresa para borrar de su memoria todo recuerdo de su ex pareja. Ofendido, el hombre intenta hacer lo mismo que ella, pero el proceso no sucede según lo esperado y el protagonista debe atravesar la gigantesca marea de recuerdos de su propio cerebro para recomponer las cosas.","Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",Ya me olvide de lo que sentía por ti.,You can erase someone from your mind. Getting them out of your heart is another story.,R,en,English,United States of America,"Focus Features, Anonymous Content, This is that","new york city, regret, jealousy, deja vu, amnesia, dreams, operation, relationship problems, love, memory, brainwashing, relationship, heartbreak, nonlinear timeline, 2000s, memory manipulation, psychological drama, enchant",NA,20000000,72258126,8.09,16252,26.5765,https://image.tmdb.org/t/p/w500/2bHEXzzccUsBNOS6rn9uvi3vAGW.jpg,https://image.tmdb.org/t/p/w1280/W1ffLQGHoxfAOq0ZYdPtJlvAdb.jpg,library_pt1,Colección,Película,coleccion,NA,2004 - Eternal Sunshine of the Spotless Mind (Remastered).mp4,mp4,1719,/Volumes/library_pt1/2000s/2004 - Eternal Sunshine of the Spotless Mind (Remastered).mp4,1,library_pt1: 2004 - Eternal Sunshine of the Spotless Mind (Remastered).mp4 (1719 MB)
55,tt0245712,Amores perros,Amores Perros,Amores perros,Amores Perros,2000,2000s,2000-06-16,"Drama, Suspense",Alejandro G. Iñárritu,Guillermo Arriaga,Gustavo Santaolalla,"Emilio Echevarría, Gael García Bernal, Vanessa Bauche, Goya Toledo, Álvaro Guerrero, Jorge Salinas",,154,"Ciudad de México: un fatal accidente automovilístico afecta trágicamente a tres personas. Octavio, un joven adolescente, decide fugarse con Susana, la esposa de su hermano; el Cofí, su perro, se convierte en el medio para conseguir el dinero que necesitan para poder escapar juntos. Al mismo tiempo, Daniel, un hombre de 42 años, deja a su esposa y a sus hijos para irse a vivir con Valeria, una hermosa modelo. El mismo día en que ambos festejan su nueva vida, el destino hace que Valeria sea víctima del trágico accidente.","A fatalistic car crash in Mexico city sets off a chain of events in the lives of three people: a supermodel, a young man wanting to run off with his sister-in-law, and a homeless man.",Amor. Traición. Muerte.,Love. Betrayal. Death.,R,es,Spanish,Mexico,"Altavista Films, Zeta Film","daughter, secret love, homeless person, mexico city, mexico, money, dog fighting, dog, nonlinear timeline, multiple storylines, new mexican cinema, commanding",NA,2000000,20908467,7.635,2895,4.7555,https://image.tmdb.org/t/p/w500/bVK4CPluBY9LFkzCAwhG5Fs04HE.jpg,https://image.tmdb.org/t/p/w1280/tJTRLtdKPeVT8HORSbeHpdb8BKg.jpg,library_pt1,Colección,Película,coleccion,NA,2000 - Amores Perros.mp4,mp4,3009.9,/Volumes/library_pt1/2000s/2000 - Amores Perros.mp4,1,library_pt1: 2000 - Amores Perros.mp4 (3009.9 MB)
59,tt0399146,Una historia de violencia,A History of Violence,A History of Violence,A History of Violence,2005,2000s,2005-09-23,"Drama, Suspense, Crimen",David Cronenberg,Josh Olson,Howard Shore,"Viggo Mortensen, Maria Bello, Ed Harris, William Hurt, Ashton Holmes, Peter MacNeill",,89,"Tom Stall lleva una vida feliz y tranquila con su mujer –abogada– y sus dos hijos en la pequeña ciudad de Millbrook (Indiana) hasta que una noche su existencia idílica se ve destrozada cuando frustra un violento intento de robo en su restaurante. Tom percibe el peligro y salva a sus clientes y amigos matando en defensa propia a dos criminales buscados por la justicia. Aplaudido como un héroe, la vida de Tom cambia de la noche a la mañana y de repente se encuentra convertido en el centro de atención de todos los medios de comunicación. Incómodo con esta fama no buscada, intenta volver a su vida normal, pero un hombre amenazante y misterioso llega a la ciudad para enfrentarse a él porque cree que Tom es el hombre con quien tiene una cuenta pendiente del pasado.",An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.,,Tom Stall had the perfect life...until he became a hero.,R,en,English,"Germany, United States of America","New Line Cinema, BenderSpink, Media I! Filmproduktion München & Company","small town, hero, robbery, indiana, usa, distrust, philadelphia, pennsylvania, dual identity, double life, fight, identity, self-defense, marriage, diner, mistaken identity, family relationships, irish mob, revenge, mobster, lawyer, attempted robbery, based on graphic novel",NA,32000000,61477797,7.162,3696,14.7508,https://image.tmdb.org/t/p/w500/rZLpsfxj2qKbJzSzXiKFYrRIeB1.jpg,https://image.tmdb.org/t/p/w1280/iZHJsUYxhjI6kbooHoQRWXv6F8E.jpg,library_pt1,Colección,Película,coleccion,2005 - A History of Violence,2005 - A History of Violence.mkv,mkv,7582,/Volumes/library_pt1/2000s/2005 - A History of Violence/2005 - A History of Violence.mkv,1,library_pt1: 2005 - A History of Violence.mkv (7582 MB)
62,tt0062622,2001: Una odisea del espacio,2001: A Space Odyssey,2001: A Space Odyssey,2001 A Space Odyssey,1968,1960s,1968-04-02,"Ciencia ficción, Misterio, Aventura",Stanley Kubrick,"Arthur C. Clarke, Stanley Kubrick",,"Keir Dullea, Gary Lockwood, William Sylvester, Douglas Rain, Daniel Richter, Leonard Rossiter",,149,"Mientras investigan la aparición de misteriosos monolitos en el universo, dos astronautas luchan contra la inteligencia artificial de su nave.","Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",Un drama épico de aventura y exploración.,An epic drama of adventure and exploration.,G,en,"English, Russian","United Kingdom, United States of America","Stanley Kubrick Productions, Metro-Goldwyn-Mayer","man vs machine, moon, jupiter, artificial intelligence (a.i.), based on novel or book, technology, super computer, space travel, space mission, moon base, astronaut, evolution, monolith, space station, space opera, philosophical, 2000s, ai rebellion, suspenseful, complicated, metrocolor",Odisea en el espacio - Colección,12000000,71923560,8.052,12517,17.6405,https://image.tmdb.org/t/p/w500/sln50uQYigvu5AvN72JfYfu1ckq.jpg,https://image.tmdb.org/t/p/w1280/w5IDXtifKntw0ajv2co7jFlTQDM.jpg,library_pt1,Colección,Película,coleccion,NA,1968 - 2001 A Space Odyssey (Remastered).mkv,mkv,22605.9,/Volumes/library_pt1/1960s/1968 - 2001 A Space Odyssey (Remastered).mkv,1,library_pt1: 1968 - 2001 A Space Odyssey (Remastered).mkv (22605.9 MB)
63,tt0114746,12 monos,Twelve Monkeys,Twelve Monkeys,Twelve Monkeys,1995,1990s,1995-12-29,"Ciencia ficción, Suspense, Misterio",Terry Gilliam,"Janet Peoples, David Webb Peoples",Paul Buckmaster,"Bruce Willis, Madeleine Stowe, Brad Pitt, Christopher Plummer, David Morse, Jon Seda",,130,"En el año 2035, un virus mortal ha arrasado la humanidad y los supervivientes viven bajo tierra. Un convicto llamado James Cole se ofrece como voluntario para viajar al pasado y averiguar el origen de la plaga. Su misión es encontrar al 'Ejército de los Doce Monos', una organización terrorista que se cree que liberó el virus. Sin embargo, su viaje se complica por los errores temporales, las visiones recurrentes y la duda sobre su propia cordura. Con la ayuda de una psiquiatra llamada Kathryn Railly y un loco llamado Jeffrey Goines, Cole intenta salvar el futuro antes de que sea demasiado tarde.","In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly and the son of a famous virus expert who may hold the key to the Army of the 12 Monkeys; thought to be responsible for unleashing the killer disease.",El futuro ya es historia.,The future is history.,R,en,"English, French",United States of America,"Universal Pictures, Atlas Entertainment, Classico, Twelve Monkeys Productions","biological weapon, philadelphia, pennsylvania, schizophrenia, stockholm syndrome, airplane, world war i, underground, insanity, asylum, paranoia, prison cell, dystopia, pimp, lion, post-apocalyptic future, time travel, florida keys, mental breakdown, melancholy, past, dormitory, insane asylum, volunteer, drug use, flashback, remake, psychiatric hospital, jail, mental institution, alternate history, disease, lethal virus, paradox, psychiatrist, monkey, epidemic, trapped, street life, nonlinear timeline, medical research, gas mask, psychosis, subterranean, virus, mysterious, recurring dream, 1990s, reflective, escaped animal, future noir, animal research, anxious, 2030s, irreverent, inspirational, absurd, suspenseful, critical, intense, complicated, ominous",NA,29000000,168841459,7.605,9067,8.5874,https://image.tmdb.org/t/p/w500/bXLwKCCMS2NCNlxAhSwn9HCymRl.jpg,https://image.tmdb.org/t/p/w1280/mKIkGoyuR71qz6FdiEiOjxvBQcS.jpg,library_pt1,Colección,Película,coleccion,NA,1995 - Twelve Monkeys.mkv,mkv,15072.4,/Volumes/library_pt1/1990s/1995 - Twelve Monkeys.mkv,1,library_pt1: 1995 - Twelve Monkeys.mkv (15072.4 MB)
68,tt0088846,Brazil,Brazil,Brazil,Brazil,1985,1980s,1985-02-20,"Comedia, Ciencia ficción",Terry Gilliam,"Tom Stoppard, Terry Gilliam, Charles McKeown",Michael Kamen,"Jonathan Pryce, Robert De Niro, Katherine Helmond, Ian Holm, Bob Hoskins, Michael Palin",,131,"En un extraño y deprimente universo futurista donde reinan las máquinas, una mosca cae dentro de un ordenador y cambia el apellido del guerrillero Harry Tuttle por el del tranquilo padre de familia Harry Buttle, que es detenido y asesinado por el aparato represor del Estado. El tranquilo burócrata Sam Lowry es el encargado de devolver un talón a la familia de la víctima, circunstancia que le permite conocer a Jill Layton, la mujer de sus sueños. Y, mientras la persigue, hace amistad con Harry Tuttle y se convierte en su cómplice.","Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.",Es sólo un estado mental.,It's only a state of mind.,R,en,English,"United Kingdom, United States of America",Embassy International Pictures,"dreams, government, bureaucracy, police state, great britain, technology, dystopia, office, dark comedy, satire, surrealism, steampunk, terrorism, bombing, job promotion, repairman, disturbed, christmas, irreverent, absurd, incredulous, ambiguous, baffled, preposterous",NA,15000000,9953708,7.667,3675,5.3336,https://image.tmdb.org/t/p/w500/x7N8ZbCw7ojT8XbvoeGL0LXTK8E.jpg,https://image.tmdb.org/t/p/w1280/9IYyCLf5NNAQFK9pNtqzEU9HWzM.jpg,library_pt1,Colección,Película,coleccion,1985 - Brazil (Director's Cut),1985 - Brazil (Director's Cut).mkv,mkv,9451.9,/Volumes/library_pt1/1980s/1985 - Brazil (Director's Cut)/1985 - Brazil (Director's Cut).mkv,1,library_pt1: 1985 - Brazil (Director's Cut).mkv (9451.9 MB)
69,tt0358273,En la cuerda floja,Walk the Line,Walk the Line,Walk The Line,2005,2000s,2005-09-13,"Drama, Música, Romance",James Mangold,"Gill Dennis, James Mangold",T Bone Burnett,"Joaquin Phoenix, Reese Witherspoon, Ginnifer Goodwin, Robert Patrick, Dallas Roberts, Dan John Miller",,136,"Biopic del gran cantante de música country Johnny Cash. La historia comienza en Arkansas, en la época de la Gran Depresión. John R. Cash es el hijo de un aparcero, pero no tardará en iniciar salvajes giras con los pioneros del rock and roll: Elvis Presley, Carl Perkins, Roy Orbison, Jerry Lee Lewis y Waylon Jennings, giras que culminan con su inolvidable concierto de 1968 en la Prisión de Folsom. Cash se convirtió en el artista más en boga del momento, vendiendo incluso más que los Beatles.","A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis and Carl Perkins.",Cuando se vive al límite.,Love is a burning thing.,PG-13,en,English,"Germany, United States of America","Mars Media Beteiligungs, Tree Line Films, Catfish Productions, Fox 2000 Pictures","prison, adultery, concert, music record, country music, guitar, germany, loss of loved one, marriage, biography, based on true story, single, biting, accident, 1960s, apathetic, condescending, cruel",NA,28000000,186800000,7.496,3121,4.1724,https://image.tmdb.org/t/p/w500/f0S9xgm3GMWxLGkFnbuLylIFrmw.jpg,https://image.tmdb.org/t/p/w1280/pMBKzEotLUzk3NuQiyVjZEDlH70.jpg,library_pt1,Colección,Película,coleccion,NA,2005 - Walk The Line.mp4,mp4,2707.9,/Volumes/library_pt1/2000s/2005 - Walk The Line.mp4,1,library_pt1: 2005 - Walk The Line.mp4 (2707.9 MB)
70,tt0405159,Million Dollar Baby,Million Dollar Baby,Million Dollar Baby,Million Dollar Baby,2004,2000s,2004-12-05,Drama,Clint Eastwood,Paul Haggis,Clint Eastwood,"Clint Eastwood, Hilary Swank, Morgan Freeman, Jay Baruchel, Mike Colter, Lucia Rijker",,132,"Frankie Dunn, después de haber entrenado y representado a los mejores púgiles, regenta un gimnasio con la ayuda de Scrap, un ex-boxeador que, además, es su único amigo. Frankie es un hombre solitario y adusto que se refugia desde hace años en la religión buscando una redención que no llega. Un día, entra en su gimnasio Maggie Fitzgerald, una voluntariosa chica que quiere boxear y que está dispuesta a luchar denodadamente para conseguirlo. Pero lo que más desea y necesita es que alguien crea en ella. Frankie la rechaza alegando que es demasiado mayor y que, además, él no entrena a chicas. Pero Maggie no se rinde y se machaca cada día en el gimnasio, con el único apoyo de Scrap. Finalmente, convencido de la inquebrantable determinación de Maggie, Frankie decide entrenarla.","Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.","Más allá de su silencio, hay un pasado. Más allá de sus sueños, hay un sentimiento. Más allá de sus esperanzas, hay una memoria. Más allá de su viaje, hay un amor.","Beyond his silence, there is a past. Beyond her dreams, there is a feeling. Beyond hope, there is a memory. Beyond their journey, there is a love.",PG-13,en,"Irish, English","Switzerland, United States of America","Lakeshore Entertainment, Malpaso Productions, Epsilon Motion Pictures, ASR Productions, Warner Bros. Pictures","dying and death, transporter, strong woman, stroke of fate, advancement, sports, fight, suicide attempt, boxer, training, tragedy, female protagonist, brutality, boxing trainer, unlikely friendship, female boxing, knockout, euthanasia, determination, boxing, sentimental, excited",NA,30000000,216763646,7.953,10303,7.6962,https://image.tmdb.org/t/p/w500/3mNb5EaO5HfgrxZGx917c8kNp6E.jpg,https://image.tmdb.org/t/p/w1280/oGMomeS7bE43eN8SGJUaKvQnmud.jpg,library_pt1,Colección,Película,coleccion,NA,2004 - Million Dollar Baby.mp4,mp4,2114.2,/Volumes/library_pt1/2000s/2004 - Million Dollar Baby.mp4,1,library_pt1: 2004 - Million Dollar Baby.mp4 (2114.2 MB)
73,tt0120586,American History X,American History X,American History X,American History X,1998,1990s,1998-07-01,Drama,Tony Kaye,David McKenna,Anne Dudley,"Edward Norton, Edward Furlong, Beverly D'Angelo, Jennifer Lien, Ethan Suplee, Fairuza Balk",,119,"Derek (Edward Norton) es un joven californiano que se convierte en el líder de una banda de neonazis tras el asesinato de su padre. Su hermano pequeño, Danny, le admira y sigue sus pasos de odio y violencia. Cuando Derek mata a dos ladrones negros, es condenado a tres años de cárcel, donde cambia su forma de pensar al conocer a otros presos. Al salir, intenta alejar a Danny del racismo y la delincuencia, pero se encuentra con la resistencia de sus antiguos compañeros y las consecuencias de su pasado.","Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",Algunos legados deben acabar,Some legacies must end.,R,en,English,United States of America,"New Line Cinema, Savoy Pictures, The Turman-Morrissey Company","prison, neo-nazism, rape, skinhead, sibling relationship, swastika, nazi, brother, fascism, tragedy, jail, school, los angeles, california, family, xenophobia, interracial friendship, nazism, violence, crime, excited, powerful",NA,20000000,23900000,8.327,12499,11.3176,https://image.tmdb.org/t/p/w500/h2cDqHvnZkycBJKoF7WhcQ2MX1V.jpg,https://image.tmdb.org/t/p/w1280/6qHI1IYj7QlLSCwHRzkL62X175s.jpg,library_pt1,Colección,Película,coleccion,NA,1998 - American History X.mkv,mkv,11185.6,/Volumes/library_pt1/1990s/1998 - American History X.mkv,1,library_pt1: 1998 - American History X.mkv (11185.6 MB)
74,tt0407304,La guerra de los mundos,War of the Worlds,War of the Worlds,War of the Worlds,2005,2000s,2005-06-28,"Aventura, Suspense, Ciencia ficción",Steven Spielberg,"David Koepp, Josh Friedman",John Williams,"Tom Cruise, Dakota Fanning, Justin Chatwin, Miranda Otto, Tim Robbins, Rick Gonzalez",,116,"Ray Ferrier es un descargador de muelle, divorciado y padre nada modélico. Poco después de que su ex mujer y su nuevo marido se vayan después de dejar a Robbie, su hijo adolescente, y a su pequeña hija Rachel para una de sus contadas visitas, estalla una tremenda e inesperada tormenta eléctrica. Unos momentos después, en un cruce cerca de la casa, Ray es testigo de un acontecimiento que cambiará su vida y la de los suyos para siempre. Una enorme máquina de tres patas emerge del suelo y antes de que alguien pueda hacer algo, arrasa todo lo que está a su alcance. Un día como otro cualquiera acaba de convertirse en la fecha más extraordinaria de su vida: el primer ataque alienígena contra la Tierra.","Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop off his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",Ya están aquí.,They're already here.,PG-13,en,English,United States of America,"Paramount Pictures, DreamWorks Pictures, Amblin Entertainment, Cruise/Wagner Productions","daughter, new jersey, post-traumatic stress disorder (ptsd), airplane, based on novel or book, underground, dystopia, alien, survival, disaster, apocalypse, creature, alien invasion, human subjugation",NA,132000000,603873119,6.536,9115,9.7587,https://image.tmdb.org/t/p/w500/ahcOViJGgwGojoncRVDMq5R7WDN.jpg,https://image.tmdb.org/t/p/w1280/bInicBgSHfQiWLbnRT5jxw9Grvm.jpg,library_pt1,Colección,Película,coleccion,NA,2005 - War of the Worlds (Remastered).mp4,mp4,1859.3,/Volumes/library_pt1/2000s/2005 - War of the Worlds (Remastered).mp4,1,library_pt1: 2005 - War of the Worlds (Remastered).mp4 (1859.3 MB)
76,tt0112471,Antes de amanecer,Before Sunrise,Before Sunrise,Before Sunrise,1995,1990s,1995-01-27,"Drama, Romance",Richard Linklater,"Kim Krizan, Richard Linklater",Fred Frith,"Ethan Hawke, Julie Delpy, Andrea Eckert, Hanno Pöschl, Karl Bruckschwaiger, Tex Rubinowitz",,105,"Céline (Julie Delpy) es una estudiante francesa que va a visitar a su abuela en Budapest. Jesse (Ethan Hawke) es un joven estadounidense que realiza un viaje a través de Europa luego de ser abandonado por su novia a quien realmente fue a visitar a España. Ambos se encuentran en un tren, en el trayecto entre Budapest y Viena. Llegados a Viena, Jesse debe descender, sin embargo, logra convencer a Céline para que pase una noche con él en la capital austríaca. En el curso de esa noche, se conocen a fondo, discuten y revelan cuestiones diversas como la vida, la muerte, el sexo.","An unexpected meeting on a train leads two travelers to spend an evening wandering through Vienna. As the night unfolds, they share stories and conversations about life and love, exploring new ideas while a quiet intimacy grows between them, knowing it may be their only night together.",Cuando el amor llega sin avisar.,Can the greatest romance of your life last only one night?,R,en,"English, German, French","Austria, United States of America","Castle Rock Entertainment, Detour Filmproduction, Filmhaus Films","talking, soulmates, walking, austria, vienna, austria, semi autobiographical, playful, cliché",Antes de... - Colección,2500000,5987386,7.974,4651,8.8817,https://image.tmdb.org/t/p/w500/uw9vx5M0qwkU1QnBNG4CXCgwYB3.jpg,https://image.tmdb.org/t/p/w1280/qA2TyqPldTtoTVY3LKrNIG5g6bH.jpg,movies to-watch,Películas,Película,pendiente,NA,1995 - Before Sunrise.mp4,mp4,1612.7,/Volumes/movies to-watch/movies to-watch/1995 - Before Sunrise.mp4,1,movies to-watch: 1995 - Before Sunrise.mp4 (1612.7 MB)
77,tt0209144,Memento,Memento,Memento,Memento,2000,2000s,2000-10-11,"Misterio, Suspense",Christopher Nolan,Christopher Nolan,David Julyan,"Guy Pearce, Carrie-Anne Moss, Joe Pantoliano, Mark Boone Junior, Russ Fega, Jorja Fox",,113,"Leonard Shelby sigue la pista del hombre que violó y asesinó a su mujer. Sin embargo, la dificultad de localizar al asesino de su esposa se ve agravada por el hecho de que padece una forma rara e intratable de pérdida de memoria a corto plazo. Aunque puede recordar detalles de la vida antes de su accidente, Leonard no puede recordar qué ha pasado hace quince minutos, adónde va o por qué.","Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.",Algunos recuerdos son mejor olvidar.,Some memories are best forgotten.,R,en,English,United States of America,"Newmarket Films, Summit Entertainment, Team Todd, I Remember Productions","drug dealer, amnesia, insulin, tattoo, waitress, motel, manipulation, flashback, confusion, revenge, murder, memory loss, memory, psychological thriller, whodunit, los angeles, california, polaroid, based on short story, nonlinear timeline, mourning, insurance agent, individuality, phone call, disturbed, paranoid, neo-noir, somber, reverse chronology, bewildered, bold, suspense mystery",NA,9000000,40060108,8.177,16130,14.9974,https://image.tmdb.org/t/p/w500/neHrQLVfT3KPqvv30pNPyRb6chQ.jpg,https://image.tmdb.org/t/p/w1280/7Wev9JMo6R5XAfz2KDvXb7oPMmy.jpg,library_pt1,Colección,Película,coleccion,2000 - Memento (4K),2000 - Memento (4K).mkv,mkv,32904.9,/Volumes/library_pt1/2000s/2000 - Memento (4K)/2000 - Memento (4K).mkv,1,library_pt1: 2000 - Memento (4K).mkv (32904.9 MB)
78,tt0083658,Blade Runner,Blade Runner,Blade Runner,Blade Runner (The Final Cut),1982,1980s,1982-06-25,"Ciencia ficción, Drama, Suspense",Ridley Scott,"David Webb Peoples, Hampton Fancher",Vangelis,"Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos, M. Emmet Walsh, Daryl Hannah",,117,"A principios del siglo XXI, la Tyrell Corporation desarrolló un nuevo tipo de robot llamado Nexus, un ser virtualmente idéntico al hombre y conocido como Replicante.  Los Replicantes Nexus-6 eran superiores en fuerza y agilidad, y al menos iguales en inteligencia, a los ingenieros de genética que los crearon.  En el espacio exterior, los Replicantes fueron usados como trabajadores esclavos en la arriesgada exploración y colonización de otros planetas.  Después de la sangrienta rebelión de un equipo de combate de Nexus-6 en una colonia sideral, los Replicantes fueron declarados proscritos en la Tierra bajo pena de muerte.  Brigadas de policías especiales, con el nombre de Unidades de Blade Runners, tenían órdenes de tirar a matar al ver a cualquier Replicante invasor.  A esto no se le llamó ejecución, se le llamó retiro.","In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.","El hombre ha hecho su elección, ahora es su problema.",Man has made his match... now it's his problem.,R,en,"English, German, Cantonese, Japanese, Hungarian","United States of America, Hong Kong, United Kingdom","Shaw Brothers, The Ladd Company, Warner Bros. Pictures","android, flying car, bounty hunter, artificial intelligence (a.i.), genetics, based on novel or book, dystopia, melancholy, futuristic, fugitive, cyberpunk, los angeles, california, alcoholic, origami, unicorn, tech noir, humanity, neo-noir, grim, human clone, humanoid robot, blade runner, 2010s, suspenseful, excited, dystopian",Blade Runner - Colección,28000000,41722424,7.939,14904,14.81,https://image.tmdb.org/t/p/w500/pBA2J6iQMiP5Zd4ewMKdOWfq1HV.jpg,https://image.tmdb.org/t/p/w1280/qr7dUqleMRd0VgollazbmyP9XjI.jpg,library_pt1,Colección,Película,coleccion,NA,1982 - Blade Runner (The Final Cut) (4K).mkv,mkv,47150.6,/Volumes/library_pt1/1980s/1982 - Blade Runner (The Final Cut) (4K).mkv,2,library_pt1: 1982 - Blade Runner (The Final Cut) (4K).mkv (47150.6 MB) | library_pt1: 2017 - Blade Runner 2049 (4K).mkv (19660 MB)
